Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Eval(Ret(1,,,,1,unclassified
eval/apply,,,,1,unclassified
evaluation-order,,,,1,unclassified
explicitly-typed,,,,1,unclassified
F--with,,,,1,unclassified
fail--not,,,,1,unclassified
Ferrante,,,,1,unclassified
fonctionnelle,,,,1,unclassified
force)K,,,,1,unclassified
fully-built,,,,1,unclassified
fully-elaborated,,,,1,unclassified
functional-style,,,,1,unclassified
G-machine,,,,1,unclassified
Gentzen's,,,,1,unclassified
GHC's,,,,1,unclassified
Gradel,,,,1,unclassified
hard-wire,,,,1,unclassified
hard-wired,,,,1,unclassified
HeapObject,,,,1,unclassified
high-level--as,,,,1,unclassified
ill-typed,,,,1,unclassified
impossible-to-type,,,,1,unclassified
input-output,,,,1,unclassified
integerfloat,,,,1,unclassified
itself--it,,,,1,unclassified
itself--whether,,,,1,unclassified
J(thunk,,,,1,unclassified
J(val,,,,1,unclassified
J*K,,,,1,unclassified
J0K,,,,1,unclassified
J1K,,,,1,unclassified
JcompK,,,,1,unclassified
Jean-Marc,,,,1,unclassified
JF,,,,1,unclassified
JJK,,,,1,unclassified
JJKrun,,,,1,unclassified
JK.CBPV,,,,1,unclassified
Jref,,,,1,unclassified
Jreturn,,,,1,unclassified
JrunK-1,,,,1,unclassified
JvalK,,,,1,unclassified
Kx,,,,1,unclassified
l'arithmetique,,,,1,unclassified
Lafont,,,,1,unclassified
Landin,,,,1,unclassified
lazy--in,,,,1,unclassified
left-to-right,,,,1,unclassified
LICS,,,,1,unclassified
logique,,,,1,unclassified
logische,,,,1,unclassified
longterm,,,,1,unclassified
losslessly,,,,1,unclassified
lower-level,,,,1,unclassified
Maraist,,,,1,unclassified
match(0,,,,1,unclassified
matching--for,,,,1,unclassified
Mathematische,,,,1,unclassified
Matthijs,,,,1,unclassified
Mediterranee,,,,1,unclassified
memoization--including,,,,1,unclassified
memoize,,,,1,unclassified
memoized,,,,1,unclassified
Minamide,,,,1,unclassified
Morrisett,,,,1,unclassified
Multi-Discipline,,,,1,unclassified
multi-faceted,,,,1,unclassified
multi-holed,,,,1,unclassified
multi-part,,,,1,unclassified
multi-value,,,,1,unclassified
must--deconstruct,,,,1,unclassified
Mycroft,,,,1,unclassified
negateFlt,,,,1,unclassified
NegativeType,,,,1,unclassified
non-Associative,,,,1,unclassified
non-strictly,,,,1,unclassified
non-type,,,,1,unclassified
Num(ty,,,,1,unclassified
observations--i.e,,,,1,unclassified
on-demand,,,,1,unclassified
once--the,,,,1,unclassified
operation--that,,,,1,unclassified
Optimisation,,,,1,unclassified
order-changing,,,,1,unclassified
ordering--as,,,,1,unclassified
owner/author(s,,,,1,unclassified
parameter-loading,,,,1,unclassified
parameter-passing,,,,1,unclassified
Params,,,,1,unclassified
parts--positive,,,,1,unclassified
Patryk,,,,1,unclassified
pattern-match,,,,1,unclassified
PatternCxt,,,,1,unclassified
Pawel,,,,1,unclassified
Pedrot,,,,1,unclassified
Pierre-Louis,,,,1,unclassified
Pierre-Marie,,,,1,unclassified
PositiveType,,,,1,unclassified
PPDP,,,,1,unclassified
Proc(Eval,,,,1,unclassified
Proc(Val,,,,1,unclassified
Proc-reduction,,,,1,unclassified
programs--seems,,,,1,unclassified
programs--we,,,,1,unclassified
proof-theoretic,,,,1,unclassified
push/enter,,,,1,unclassified
re-computing,,,,1,unclassified
read/written,,,,1,unclassified
Realisabilite,,,,1,unclassified
Realisability,,,,1,unclassified
reassocating,,,,1,unclassified
reducts,,,,1,unclassified
RegValue,,,,1,unclassified
remainder--if,,,,1,unclassified
representationirrelevant,,,,1,unclassified
representations.1,,,,1,unclassified
representations.3,,,,1,unclassified
Ret-reduction,,,,1,unclassified
right-hand-side,,,,1,unclassified
runtime-allocated,,,,1,unclassified
Schlieen,,,,1,unclassified
secondclass,,,,1,unclassified
semanticspreserving,,,,1,unclassified
Setzer,,,,1,unclassified
side-effects,,,,1,unclassified
"sides,2",,,,1,unclassified
Sigma-Types,,,,1,unclassified
Soesterberg,,,,1,unclassified
source-level,,,,1,unclassified
Springer-Verlag,,,,1,unclassified
sqrt#(val,,,,1,unclassified
stack--before,,,,1,unclassified
StackEnv,,,,1,unclassified
StackFrame,,,,1,unclassified
StackPrefix,,,,1,unclassified
StackReg,,,,1,unclassified
start(pause,,,,1,unclassified
statement--do,,,,1,unclassified
statically-known,,,,1,unclassified
StoreEnv,,,,1,unclassified
structure--which,,,,1,unclassified
styles--and,,,,1,unclassified
sub-divided,,,,1,unclassified
sub-procedure,,,,1,unclassified
sub-procedures,,,,1,unclassified
sub-routine,,,,1,unclassified
sub-term,,,,1,unclassified
sub-terms,,,,1,unclassified
subtle--but,,,,1,unclassified
Sulzmann,,,,1,unclassified
sums--justified,,,,1,unclassified
superieur,,,,1,unclassified
Symm,,,,1,unclassified
syntax--ignoring,,,,1,unclassified
system--and,,,,1,unclassified
them--is,,,,1,unclassified
Thibodeau,,,,1,unclassified
thunk(J,,,,1,unclassified
thunks--addresses,,,,1,unclassified
TLCA,,,,1,unclassified
type-and-kind,,,,1,unclassified
type-checking,,,,1,unclassified
uber,,,,1,unclassified
Untersuchungen,,,,1,unclassified
Urzyczyn,,,,1,unclassified
Vakar,,,,1,unclassified
Val(Box(1+Val,,,,1,unclassified
Val(Clos(Eval,,,,1,unclassified
value's,,,,1,unclassified
value(s,,,,1,unclassified
ValueEnv,,,,1,unclassified
Vasco,,,,1,unclassified
Vasconcelos,,,,1,unclassified
Vechev,,,,1,unclassified
Wegman,,,,1,unclassified
welltyped,,,,1,unclassified
Yasuhiko,,,,1,unclassified
Zadarnowski,,,,1,unclassified
Zadeck,,,,1,unclassified
Zeilberger's,,,,1,unclassified
Zeitschrift,,,,1,unclassified
