Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
uint64_t,,,,1,unclassified
update_env,,,,1,unclassified
Validity.v,,,,1,unclassified
Vbool,,,,1,unclassified
vectorize,,,,1,unclassified
verification-wise,,,,1,unclassified
Vfloat32,,,,1,unclassified
Vptr,,,,1,unclassified
VST-Floyd,,,,1,unclassified
Vundef,,,,1,unclassified
well-typedness,,,,1,unclassified
Why3,,,,1,unclassified
WriteErr,,,,1,unclassified
WriteErrVal,,,,1,unclassified
Yannick,,,,1,unclassified
Zhe,,,,1,unclassified
