Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Praveen,,,,1,unclassified
pre-/post-conditions,,,,1,unclassified
pre-/post-expectations,,,,1,unclassified
preexpectations,,,,1,unclassified
Prop).K,,,,1,unclassified
PropxProp,,,,1,unclassified
quantifier-free,,,,1,unclassified
R-Abs,,,,1,unclassified
R-App,,,,1,unclassified
R-Case0,,,,1,unclassified
R-Case2,,,,1,unclassified
R-Fst,,,,1,unclassified
R-Inj,,,,1,unclassified
R-Pair,,,,1,unclassified
R-Snd,,,,1,unclassified
R-Unit,,,,1,unclassified
R-Var,,,,1,unclassified
R-VarRefine,,,,1,unclassified
randomised,,,,1,unclassified
Rastogi,,,,1,unclassified
refinement-type-based,,,,1,unclassified
Rivas,,,,1,unclassified
Rybalchenko,,,,1,unclassified
S-Abs,,,,1,unclassified
S-BasicOp,,,,1,unclassified
S-Fix,,,,1,unclassified
Saurabh,,,,1,unclassified
score(0,,,,1,unclassified
Shenghua,,,,1,unclassified
sub-formula,,,,1,unclassified
sub-probability,,,,1,unclassified
sub-terms,,,,1,unclassified
Subhajit,,,,1,unclassified
Tachio,,,,1,unclassified
Tanter,,,,1,unclassified
Terauchi,,,,1,unclassified
Trivedi,,,,1,unclassified
two_coin_conditioning,,,,1,unclassified
type-based,,,,1,unclassified
Type-Schemes,,,,1,unclassified
TypeChecker1,,,,1,unclassified
TypeChecker2,,,,1,unclassified
UAI,,,,1,unclassified
upper-bound,,,,1,unclassified
variablesin,,,,1,unclassified
well-typed-ness,,,,1,unclassified
well-typedness,,,,1,unclassified
wellformed,,,,1,unclassified
workflow,,,,1,unclassified
wp[JK,,,,1,unclassified
wp[prog,,,,1,unclassified
WPT,,,,1,unclassified
Yasuhiko,,,,1,unclassified
Ying,,,,1,unclassified
Younesse,,,,1,unclassified
Yuichiro,,,,1,unclassified
Zamdzhiev,,,,1,unclassified
Zhan,,,,1,unclassified
Zhou,,,,1,unclassified
Zinkov,,,,1,unclassified
