Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
t\s,,,,2,unclassified
term's,,,,2,unclassified
vx,,,,2,unclassified
xk,,,,2,unclassified
xV,,,,2,unclassified
Youyou,,,,2,unclassified
6We,,,,1,unclassified
A-normal,,,,1,unclassified
Abramsky's,,,,1,unclassified
absense,,,,1,unclassified
ad-hoc,,,,1,unclassified
Addison-Wesley,,,,1,unclassified
Adeqacy,,,,1,unclassified
APLAS,,,,1,unclassified
arXiv,,,,1,unclassified
AUTHOR(S,,,,1,unclassified
b[j/k,,,,1,unclassified
b[k/j,,,,1,unclassified
b\s,,,,1,unclassified
b\t,,,,1,unclassified
battle-tested,,,,1,unclassified
Belmina,,,,1,unclassified
big-step,,,,1,unclassified
Bruijn,,,,1,unclassified
bytecodes,,,,1,unclassified
c[xn,,,,1,unclassified
categories.4,,,,1,unclassified
Church's,,,,1,unclassified
Comput,,,,1,unclassified
cont(b,,,,1,unclassified
cont(C[H[fx1,,,,1,unclassified
continue9,,,,1,unclassified
CPScalculus,,,,1,unclassified
cut-elimination,,,,1,unclassified
D[c,,,,1,unclassified
de-facto,,,,1,unclassified
defined8,,,,1,unclassified
Duba,,,,1,unclassified
Dzafic,,,,1,unclassified
Eqational,,,,1,unclassified
Eqivalence,,,,1,unclassified
Essertel,,,,1,unclassified
evaluator.3,,,,1,unclassified
Faggian,,,,1,unclassified
Ferrante,,,,1,unclassified
Funct,,,,1,unclassified
FV(ci,,,,1,unclassified
FV(e,,,,1,unclassified
FV(H,,,,1,unclassified
FV(kx,,,,1,unclassified
GitHub1,,,,1,unclassified
go-to,,,,1,unclassified
head-redexes,,,,1,unclassified
head-reduction,,,,1,unclassified
in-practice,,,,1,unclassified
Jean-Yves,,,,1,unclassified
JFP,,,,1,unclassified
k.b,,,,1,unclassified
k.s,,,,1,unclassified
Lafont,,,,1,unclassified
Landin's,,,,1,unclassified
language2,,,,1,unclassified
Levy's,,,,1,unclassified
link-time,,,,1,unclassified
Longman,,,,1,unclassified
macro-step,,,,1,unclassified
Maraist,,,,1,unclassified
Masako,,,,1,unclassified
Moggi's,,,,1,unclassified
multi-hole,,,,1,unclassified
near-linear,,,,1,unclassified
necessary.11,,,,1,unclassified
Nobuko,,,,1,unclassified
non-compatible,,,,1,unclassified
non-erasing,,,,1,unclassified
non-linear,,,,1,unclassified
non-recursive,,,,1,unclassified
non-terminating,,,,1,unclassified
order-sensitive,,,,1,unclassified
Osvald,,,,1,unclassified
Pfennin,,,,1,unclassified
pi-calculus,,,,1,unclassified
postpooned,,,,1,unclassified
proof-nets,,,,1,unclassified
r\r,,,,1,unclassified
r\t,,,,1,unclassified
redution,,,,1,unclassified
Rioux,,,,1,unclassified
Rompf,,,,1,unclassified
Self-adjointness,,,,1,unclassified
shrink-normal,,,,1,unclassified
SIGPLAN-SIGACT,,,,1,unclassified
Springer-Verlag,,,,1,unclassified
stataments,,,,1,unclassified
tensor-not,,,,1,unclassified
thedefinition,,,,1,unclassified
Tiark,,,,1,unclassified
variables5,,,,1,unclassified
vk,,,,1,unclassified
Wegman,,,,1,unclassified
x.eN,,,,1,unclassified
x.eV,,,,1,unclassified
x.k.s,,,,1,unclassified
x.r,,,,1,unclassified
x.s,,,,1,unclassified
x/yi,,,,1,unclassified
Zadeck,,,,1,unclassified
