Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Ens-functor,,,,2,unclassified
first(arr(u,,,,2,unclassified
first(arr(~w,,,,2,unclassified
firstC,,,,2,unclassified
firstJ1,,,,2,unclassified
firstJn-1,,,,2,unclassified
get(hi,,,,2,unclassified
hom-categories,,,,2,unclassified
hom-category,,,,2,unclassified
hom-sets,,,,2,unclassified
hw1,,,,2,unclassified
HX,,,,2,unclassified
idJ,,,,2,unclassified
if's,,,,2,unclassified
IxI,,,,2,unclassified
J-KS,,,,2,unclassified
JAK1,,,,2,unclassified
JbMcK(v1,,,,2,unclassified
JbV,,,,2,unclassified
JCK,,,,2,unclassified
JHK(arr(hw1,,,,2,unclassified
JHK(arr(u,,,,2,unclassified
JHK(JRK(v1,,,,2,unclassified
Jop(M)K(v1,,,,2,unclassified
JP0,,,,2,unclassified
JQ[V,,,,2,unclassified
JUnit,,,,2,unclassified
JUnitK,,,,2,unclassified
JV1,,,,2,unclassified
K(JHK(b,,,,2,unclassified
K(T,,,,2,unclassified
k(v,,,,2,unclassified
k(w,,,,2,unclassified
"K,J",,,,2,unclassified
Kx(J,,,,2,unclassified
"LA,B,A",,,,2,unclassified
LK(v1,,,,2,unclassified
Loregian,,,,2,unclassified
M:AxB,,,,2,unclassified
MSFP,,,,2,unclassified
NOT(fst,,,,2,unclassified
NOT(snd,,,,2,unclassified
NOT(y,,,,2,unclassified
O-C,,,,2,unclassified
O-HO,,,,2,unclassified
O-HVAL,,,,2,unclassified
O-L,,,,2,unclassified
O-S,,,,2,unclassified
Ob(Ens,,,,2,unclassified
Ob(Setop,,,,2,unclassified
opn,,,,2,unclassified
P[N/x,,,,2,unclassified
P[U/x,,,,2,unclassified
Prof(1,,,,2,unclassified
r(d,,,,2,unclassified
Rosicky,,,,2,unclassified
s(e,,,,2,unclassified
Set(T,,,,2,unclassified
subcases,,,,2,unclassified
"symA,X",,,,2,unclassified
T-S,,,,2,unclassified
T-VAR,,,,2,unclassified
then(if,,,,2,unclassified
U/y,,,,2,unclassified
V-category,,,,2,unclassified
V-functor,,,,2,unclassified
V-functors,,,,2,unclassified
V-Prof,,,,2,unclassified
V-profunctor,,,,2,unclassified
V-small,,,,2,unclassified
x.hx,,,,2,unclassified
x.P,,,,2,unclassified
x:AN,,,,2,unclassified
x])KS,,,,2,unclassified
xIxI,,,,2,unclassified
xy,,,,2,unclassified
0-cell,,,,1,unclassified
0-cells,,,,1,unclassified
2-)categories,,,,1,unclassified
"A,A)xG",,,,1,unclassified
A.MKS,,,,1,unclassified
A.PKS,,,,1,unclassified
A2G,,,,1,unclassified
Af-algebra,,,,1,unclassified
AND(htrue,,,,1,unclassified
AND(true,,,,1,unclassified
AND(u,,,,1,unclassified
AND(y,,,,1,unclassified
arr(dX,,,,1,unclassified
arr(idJ,,,,1,unclassified
"arr(symA,X",,,,1,unclassified
"arr(symX,B",,,,1,unclassified
arr(w1,,,,1,unclassified
B)}op,,,,1,unclassified
b.hb,,,,1,unclassified
B.P,,,,1,unclassified
B.PK,,,,1,unclassified
Bool)opLC,,,,1,unclassified
bxc[true/x,,,,1,unclassified
byc]K,,,,1,unclassified
"C(a,b",,,,1,unclassified
"C(a,b)ida",,,,1,unclassified
"C(a,b)xida",,,,1,unclassified
"C(c,d)xc",,,,1,unclassified
c(g,,,,1,unclassified
C(J,,,,1,unclassified
C(X,,,,1,unclassified
C))COb(C,,,,1,unclassified
C-Prof,,,,1,unclassified
Cat(1,,,,1,unclassified
Categorifying,,,,1,unclassified
Categoriques,,,,1,unclassified
Category-Graded,,,,1,unclassified
category-theoretic,,,,1,unclassified
"cC(a,b",,,,1,unclassified
class1,,,,1,unclassified
CMCS,,,,1,unclassified
Co)end,,,,1,unclassified
Coalgebra,,,,1,unclassified
colimit,,,,1,unclassified
"cxC(a,b",,,,1,unclassified
D#z,,,,1,unclassified
d(a,,,,1,unclassified
D(D,,,,1,unclassified
D(FC,,,,1,unclassified
d(z,,,,1,unclassified
D)(op,,,,1,unclassified
Differentielle,,,,1,unclassified
do{x,,,,1,unclassified
e-mail,,,,1,unclassified
Eilenberg,,,,1,unclassified
embedC,,,,1,unclassified
endofunctors,,,,1,unclassified
endoprofunctor,,,,1,unclassified
Ens-Prof,,,,1,unclassified
Ens-profunctor,,,,1,unclassified
falsei/z,,,,1,unclassified
first(first(a,,,,1,unclassified
first(JPK(v1,,,,1,unclassified
first(JPK(~v,,,,1,unclassified
first(op,,,,1,unclassified
fm+i,,,,1,unclassified
Freyd,,,,1,unclassified
fsthV,,,,1,unclassified
Funct,,,,1,unclassified
G(C))h(idA,,,,1,unclassified
Geometrie,,,,1,unclassified
GX,,,,1,unclassified
h(a,,,,1,unclassified
"h(A,C",,,,1,unclassified
H(X,,,,1,unclassified
H)[true/y,,,,1,unclassified
handle(handle(handle,,,,1,unclassified
handlebUc,,,,1,unclassified
Hasegawa,,,,1,unclassified
Haskell-like,,,,1,unclassified
"hd,p,JQKi",,,,1,unclassified
hidJ,,,,1,unclassified
"hm,JLKi",,,,1,unclassified
"hm,oi",,,,1,unclassified
hom-object,,,,1,unclassified
Hoshino,,,,1,unclassified
htrue,,,,1,unclassified
i(c,,,,1,unclassified
Ichiro,,,,1,unclassified
identity-on-object,,,,1,unclassified
idJKS,,,,1,unclassified
if(fst,,,,1,unclassified
if(fsthtrue,,,,1,unclassified
ihandler,,,,1,unclassified
iKS,,,,1,unclassified
J(A,,,,1,unclassified
J(handle,,,,1,unclassified
J(L,,,,1,unclassified
J(let,,,,1,unclassified
JbM[V,,,,1,unclassified
JbMc[V,,,,1,unclassified
JbMcKS,,,,1,unclassified
JbycKS,,,,1,unclassified
JCKS,,,,1,unclassified
"JDK))A,B",,,,1,unclassified
JDKS,,,,1,unclassified
JfsthV1,,,,1,unclassified
JhandlebV,,,,1,unclassified
JhiKS,,,,1,unclassified
JHK,,,,1,unclassified
JHK(b,,,,1,unclassified
JK1,,,,1,unclassified
Jm+i,,,,1,unclassified
JM1,,,,1,unclassified
JM2,,,,1,unclassified
JMK1,,,,1,unclassified
JNKS,,,,1,unclassified
Jop(M)[V,,,,1,unclassified
Jop(M)KS,,,,1,unclassified
Jop(M[V,,,,1,unclassified
Jop(V,,,,1,unclassified
JopK,,,,1,unclassified
JopKJ,,,,1,unclassified
JPK(e,,,,1,unclassified
JPK(~v,,,,1,unclassified
JPMJFS2123,,,,1,unclassified
JRKS,,,,1,unclassified
JUnitKS,,,,1,unclassified
JV2,,,,1,unclassified
k(u,,,,1,unclassified
K)i,,,,1,unclassified
k*w,,,,1,unclassified
"K,B",,,,1,unclassified
Kawase,,,,1,unclassified
Kazuyuki,,,,1,unclassified
Keisuke,,,,1,unclassified
K}op,,,,1,unclassified
L*M,,,,1,unclassified
L*N,,,,1,unclassified
L:B,,,,1,unclassified
"LA,B,C",,,,1,unclassified
Lindley's,,,,1,unclassified
M:AB,,,,1,unclassified
M[N/x,,,,1,unclassified
Masahito,,,,1,unclassified
meta-operations,,,,1,unclassified
Moggi's,,,,1,unclassified
N[V,,,,1,unclassified
NAND(true,,,,1,unclassified
NAND(u,,,,1,unclassified
nN,,,,1,unclassified
non-monadic,,,,1,unclassified
NOT(false,,,,1,unclassified
NOT(z,,,,1,unclassified
Ob(D,,,,1,unclassified
Ob(E,,,,1,unclassified
op(E,,,,1,unclassified
"op,A,B,C",,,,1,unclassified
out-of-circuit,,,,1,unclassified
P!B,,,,1,unclassified
Ph.D,,,,1,unclassified
pro)monad,,,,1,unclassified
Proarrows,,,,1,unclassified
QAND,,,,1,unclassified
QK(~v,,,,1,unclassified
QNOT,,,,1,unclassified
returnA,,,,1,unclassified
Ritrieved,,,,1,unclassified
Rivas,,,,1,unclassified
secondX,,,,1,unclassified
Set-enriched,,,,1,unclassified
Set-smallness,,,,1,unclassified
sndhV,,,,1,unclassified
Soichiro,,,,1,unclassified
Springer-Verlag,,,,1,unclassified
Streicher,,,,1,unclassified
T-U,,,,1,unclassified
then(if(snd,,,,1,unclassified
then(if(sndhtrue,,,,1,unclassified
Topologie,,,,1,unclassified
U/z,,,,1,unclassified
unitor,,,,1,unclassified
V-enriched,,,,1,unclassified
V-natural,,,,1,unclassified
"X,Y,Z",,,,1,unclassified
"X,Z",,,,1,unclassified
"x.hx,xi",,,,1,unclassified
x.M)V,,,,1,unclassified
x.N)V,,,,1,unclassified
x:AM:B,,,,1,unclassified
x:AQ!B,,,,1,unclassified
x:BQ!A,,,,1,unclassified
x]cKS,,,,1,unclassified
"xC(a,b",,,,1,unclassified
xGC,,,,1,unclassified
xhY,,,,1,unclassified
XXXVIII,,,,1,unclassified
"Y,Z",,,,1,unclassified
Yallop's,,,,1,unclassified
YouTube,,,,1,unclassified
Yuto,,,,1,unclassified
ZZC,,,,1,unclassified
