Term,Pronunciation,Context / Example Usage,Notes,Count,Tags
Duality.Parser,,,,1,unclassified
Duality.Types,,,,1,unclassified
Eta-Laws,,,,1,unclassified
excpetions,,,,1,unclassified
expression-based,,,,1,unclassified
expression-oriented,,,,1,unclassified
expressionoriented,,,,1,unclassified
f(F,,,,1,unclassified
fac(1,,,,1,unclassified
false,,,,1,unclassified
Felleisen's,,,,1,unclassified
Formulae-as-Type,,,,1,unclassified
FSCD,,,,1,unclassified
Fun-terms,,,,1,unclassified
Ghica,,,,1,unclassified
Giesl,,,,1,unclassified
Gradel,,,,1,unclassified
https,,,,1,unclassified
ifz(1,,,,1,unclassified
ifz(F,,,,1,unclassified
influental,,,,1,unclassified
J-operator,,,,1,unclassified
Jcall/cc,,,,1,unclassified
Jcase,,,,1,unclassified
Jcocase,,,,1,unclassified
Jdef,,,,1,unclassified
Jean-Yves,,,,1,unclassified
Jgoto,,,,1,unclassified
Jifz,,,,1,unclassified
Jlet,,,,1,unclassified
Jlet/cc,,,,1,unclassified
JSR,,,,1,unclassified
K|case,,,,1,unclassified
label/goto,,,,1,unclassified
Lambda-notation,,,,1,unclassified
Liskov,,,,1,unclassified
MkClause,,,,1,unclassified
MkPattern,,,,1,unclassified
Multi-Discipline,,,,1,unclassified
Munch-Maccagnoni,,,,1,unclassified
MuTilde,,,,1,unclassified
non-confluence,,,,1,unclassified
non-exhaustive,,,,1,unclassified
occured,,,,1,unclassified
onFailure,,,,1,unclassified
onSuccess,,,,1,unclassified
Ostermann,,,,1,unclassified
P-OK,,,,1,unclassified
Par(1,,,,1,unclassified
pargs,,,,1,unclassified
passing-style,,,,1,unclassified
patcv,,,,1,unclassified
patst,,,,1,unclassified
patv,,,,1,unclassified
Pawe,,,,1,unclassified
Pierre-Louis,,,,1,unclassified
prettyprinter,,,,1,unclassified
programming-language,,,,1,unclassified
Realisability,,,,1,unclassified
remFig,,,,1,unclassified
retTy,,,,1,unclassified
Salvaneschi,,,,1,unclassified
sc-compiler.github.io,,,,1,unclassified
Screenshot,,,,1,unclassified
Setzer,,,,1,unclassified
short-circuiting,,,,1,unclassified
Sjerp,,,,1,unclassified
Suberkrub,,,,1,unclassified
subterm,,,,1,unclassified
subterms,,,,1,unclassified
Tatsuya,,,,1,unclassified
Thibodeau,,,,1,unclassified
third-argument,,,,1,unclassified
Tup(1,,,,1,unclassified
Tup(3,,,,1,unclassified
type-acrobatics,,,,1,unclassified
user-defined,,,,1,unclassified
VaR1,,,,1,unclassified
VarT,,,,1,unclassified
Voronkov,,,,1,unclassified
website,,,,1,unclassified
WfEmpty,,,,1,unclassified
xtor,,,,1,unclassified
Yizhou,,,,1,unclassified
Zenodo,,,,1,unclassified
